City,osm_type,osm_id,@lon,@lat,place,name,name:en,name:zh,wikipedia,wikidata
Istanbul,node,2496266321,29.7962084,40.9399567,suburb,Ürkütlü,,,,
Istanbul,node,2496266322,29.7611977,40.9602396,suburb,İnebeyli,,,,
Istanbul,node,2496311284,29.6125696,40.6734181,suburb,Aşağı,,,,
Istanbul,node,2496311285,29.6054293,40.6405993,suburb,Başdeğirmen Alabalık,,,,
Istanbul,node,2496311286,29.6398839,40.6694992,suburb,Doğa Kent,,,,
Istanbul,node,2496311287,29.5757143,40.666743,suburb,Gaziler,,,,
Istanbul,node,2496311288,29.5804499,40.6759805,suburb,Mezarlık Altı,,,,
Istanbul,node,2496311289,29.514234,40.6293443,suburb,Taşağıl Altı,,,,
Istanbul,node,2496311290,29.5162408,40.6431516,suburb,Taşağıl,,,,
Istanbul,node,2496311291,29.6181033,40.6629744,suburb,Tepe,,,,
Istanbul,node,2496311292,29.5261165,40.6026739,suburb,Valide Köprü,,,,
Istanbul,node,2496311293,29.5798647,40.6673633,suburb,Yukarı Çeşmeler,,,,
Istanbul,node,2496311792,29.6438671,40.6778897,suburb,Çamkent,,,,
Istanbul,node,2496311793,29.6063835,40.6646927,suburb,Çayır,,,,
Istanbul,node,2496311794,29.6275854,40.6697557,suburb,Şahin Tepesi Villaları,,,,
Istanbul,node,2496344616,29.7743281,40.6639608,suburb,Alt,,,,
Istanbul,node,2496344617,29.8017174,40.640215,suburb,Aşağı,,,,
Istanbul,node,2496344618,29.7561371,40.655946,suburb,Aşağı,,,,
Istanbul,node,2496344619,29.8044567,40.6755665,suburb,Aşağı,,,,
Istanbul,node,2496344620,29.7830424,40.6661044,suburb,Davulköprü,,,,
Istanbul,node,2496344624,29.8357089,40.6580498,suburb,Kanpara,,,,
Istanbul,node,2496344625,29.8931317,40.6473458,suburb,Karaağaç,,,,
Istanbul,node,2496344627,29.8790696,40.66435,suburb,Karadenizliler,,,,
Istanbul,node,2496344630,29.8003282,40.6752437,suburb,Karşı,,,,
Istanbul,node,2496344631,29.8933744,40.6657835,suburb,Kestanelik,,,,
Istanbul,node,2496344632,29.8067694,40.6343715,suburb,Kurtlar Vadisi,,,,
Istanbul,node,2496344633,29.8123007,40.6824976,suburb,Köy Girişi,,,,
Istanbul,node,2496344634,29.8025096,40.6727521,suburb,Köy Üstü,,,,
Istanbul,node,2496344635,29.7389575,40.6515562,suburb,Közdere,,,,
Istanbul,node,2496344638,29.7977701,40.6731973,suburb,Orta,,,,
Istanbul,node,2496344640,29.880497,40.6415293,suburb,Sakarbıçkı,,,,
Istanbul,node,2496344641,29.8337495,40.6482624,suburb,Uzuner,,,,
Istanbul,node,2496344642,29.8928186,40.6572501,suburb,Yeşil Vadi,,,,
Istanbul,node,2496344643,29.8058206,40.6276718,suburb,Yukarı İrşadiye,,,,
Istanbul,node,2496344644,29.7994817,40.6493467,suburb,Yukarı,,,,
Istanbul,node,2496344645,29.7573781,40.6597794,suburb,Yukarı,,,,
Istanbul,node,2496344646,29.7967552,40.669768,suburb,Yukarı,,,,
Istanbul,node,2496346791,29.8784254,40.6826682,suburb,Şehitbayram,,,,
Istanbul,node,2496361069,29.91614,40.6384351,suburb,Armutboğazı,,,,
Istanbul,node,2496361072,29.96133,40.6354541,suburb,Aşağı,,,,
Istanbul,node,2496361075,29.9518043,40.637846,suburb,Aşağıalartı,,,,
Istanbul,node,2496361078,29.9419284,40.6410349,suburb,Dere,,,,
Istanbul,node,2496361081,29.898694,40.6530417,suburb,Düzlük,,,,
Istanbul,node,2496361084,29.9477251,40.6523773,suburb,Hacıhaliller,,,,
Istanbul,node,2496361087,29.964692,40.6401845,suburb,Harmansırtı,,,,
Istanbul,node,2496361091,29.9193808,40.6307186,suburb,Hasanağa,,,,
Istanbul,node,2496361094,29.9435393,40.6354541,suburb,Katahpa,,,,
Istanbul,node,2496361097,29.9641269,40.622184,suburb,Orta,,,,
Istanbul,node,2496361117,29.9520919,40.6191766,suburb,Yukarı,,,,
Istanbul,node,2496361120,29.9507547,40.624853,suburb,Yukarıalartı,,,,
Istanbul,node,2598670020,29.1162547,40.969382,suburb,İçerenköy,,,,Q12813027
Istanbul,node,2604244023,29.6507708,41.0363895,suburb,Demircili,,,,Q2021394
Istanbul,node,2604244024,29.7044633,40.9520032,suburb,Eleşli,,,,
Istanbul,node,2604244025,29.6458823,40.9960949,suburb,Ezili,,,,
Istanbul,node,2604244026,29.6775617,40.9807452,suburb,Kumca,,,,
Istanbul,node,2604244027,29.7105206,40.9867191,suburb,Melemezli,,,,
Istanbul,node,2604244028,29.665946,40.940435,suburb,Orhanlı,,,,
Istanbul,node,2604244029,29.6490797,41.0259186,suburb,Sarıkavak,,,,Q4818832
Istanbul,node,2604246211,29.6560375,40.9851535,suburb,Örcünlü,,,,
Istanbul,node,2604300405,29.2501894,41.1837802,suburb,Paşamandıra Mah.,,,,Q6581332
Istanbul,node,2623170034,29.2325318,41.1887629,suburb,Değirmendere,,,,
Istanbul,node,2812602821,28.5422765,41.1116593,suburb,Bahşayış,,,,
Istanbul,node,2913001889,28.9826468,41.0312584,suburb,Cihangir Mh.,,,,Q3300867
Istanbul,node,2941809969,27.976384,41.3205261,suburb,İsmetpaşa Mh.,,,,
Istanbul,node,2948252422,27.9712048,41.3252465,suburb,İnönü Mahallesi,,,,
Istanbul,node,3095086317,29.2152167,41.013191,suburb,Sarıgazi,,,,Q6075491
Istanbul,node,3095086319,29.2384827,41.009792,suburb,Yenidoğan,,,,Q6527404
Istanbul,node,3095112243,29.4695329,40.9502238,suburb,Yediyer,,,,
Istanbul,node,3195122945,28.9855007,41.0452513,suburb,İnönü Mah.,,,,Q2833269
Istanbul,node,3219815003,28.8486117,41.1157418,suburb,Malkoçoğlu Mah.,,,,
Istanbul,node,3219815004,28.8583749,41.1082324,suburb,İsmetpaşa Mah.,,,,
Istanbul,node,3249145061,29.7906495,41.1024068,suburb,Davutlu,,,,Q6805733
Istanbul,node,3249145062,29.7830174,41.1004497,suburb,Denizli,,,,Q170967
Istanbul,node,3249145063,29.8006587,41.0804512,suburb,Embeyli,,,,
Istanbul,node,3249145065,29.8336466,41.1053783,suburb,Koltu,,,,
Istanbul,node,3249145066,29.8492524,41.1163213,suburb,Kılıçlar,,,,Q4831658
Istanbul,node,3249145067,29.7826824,41.0862244,suburb,Sığıllı,,,,
Istanbul,node,3249145068,29.7893271,41.0919191,suburb,Ulbeyli,,,,
Istanbul,node,3249146476,29.8087881,41.0905077,suburb,İhsanoğlu,,,,Q6454750
Istanbul,node,3265605635,29.0967312,41.0941116,suburb,Rüzgarlıbahçe Mahallesi,,,,Q12811599
Istanbul,node,3459461654,29.0959911,41.0900229,suburb,Kavacık Plazalar Bölgesi,,,,
Istanbul,node,3459750056,29.0874516,41.0815279,suburb,Göksu Evleri,,,,Q6071817
Istanbul,node,3459751888,29.0754568,41.0875444,suburb,Otağtepe,,,,
Istanbul,node,3673409735,28.9768079,41.0418728,suburb,Yenişehir Mah.,,,,Q6074405
Istanbul,node,4055043551,29.0906876,41.1382535,neighbourhood,Yalıköy,,,,Q6069912
Istanbul,node,4271333585,28.7519489,41.0777856,suburb,Altınşehir,,,,QQ6038424
Istanbul,node,4278580891,28.8605185,41.0369068,suburb,Çınar Mah.,,,,Q6086589
Istanbul,node,4280572107,28.8628796,41.0311152,suburb,Merkez Mah.,,,,
Istanbul,node,4283816266,28.8552651,41.0379824,suburb,Sancaktepe Mah.,,,,Q6069933
Istanbul,node,4284783993,28.8723582,41.0248257,suburb,Merkez Mah.,,,,
Istanbul,node,4291463828,28.8538738,41.0243018,suburb,Yıldıztepe Mah.,,,,
Istanbul,node,4291464475,28.8500593,41.0292562,suburb,İnönü Mah.,,,,
Istanbul,node,4419370086,28.7868456,41.0208614,neighbourhood,Söğütlüçeşme,,,,Q6074392
Istanbul,node,4449391637,28.7600094,41.1829192,suburb,Yunus  Emre,,,,
Istanbul,node,4449439106,28.7624687,41.1904678,suburb,Atatürk,,,,Q26237911
Istanbul,node,4449775866,28.7521975,41.1876592,suburb,Anadolu,,,,
Istanbul,node,4449836582,28.7604315,41.199213,suburb,Hicret,,,,
Istanbul,node,4449873834,28.7641128,41.206455,suburb,Mavigöl,,,,
Istanbul,node,4450538600,28.7485119,41.1944895,suburb,İslambey,,,,Q6071635
Istanbul,node,4451482584,28.7367643,41.181092,suburb,Arnavutköy Merkez,,,,Q26237895
Istanbul,node,4451575229,28.716248,41.17806,suburb,Karlıbayır,,,,
Istanbul,node,4455921347,27.9707912,41.336306,suburb,Atatürk Mahallesi,,,,
Istanbul,node,4491585301,28.0102874,41.2763553,suburb,İstasyon Mahallesi,,,,
Istanbul,node,4530260207,28.5386125,40.9932552,suburb,Sinanoba Mh.,,,,
Istanbul,node,4530263287,28.5406252,41.0046905,suburb,Batıköy Mh.,,,,
Istanbul,node,4530265629,28.5121034,40.9994518,neighbourhood,Güzelce Semti,,,,
Istanbul,node,4530267441,28.5385727,41.0072346,suburb,Mimaroba,,,,
Istanbul,node,4540148622,28.5402936,41.0110035,suburb,Ekinoba,,,,
Istanbul,node,4540155987,28.5423235,41.0204927,suburb,Muratçeşme Mh.,,,,
Jeju,node,415164452,126.2495988,33.2330247,suburb,대정읍 (Daejeong-eup),Daejeong-eup,,,
Kuala Lumpur,node,141466329,101.5295447,3.0551912,suburb,Seksyen 19,,,,
Kuala Lumpur,node,142337825,101.7205857,3.087314,neighbourhood,Bandar Tun Razak,,,,Q20460980
Kuala Lumpur,node,149981681,101.8101116,2.8534816,neighbourhood,Nilai 3,,,,
Kuala Lumpur,node,170826827,101.7110437,3.0716592,suburb,Bandar Tasik Selatan,,南湖镇,en:Bandar Tasik Selatan,Q4854428
Kuala Lumpur,node,188284728,101.5385437,3.1028935,suburb,Bukit Jelutong,,,,
Kuala Lumpur,node,188355111,101.5549277,3.1001369,suburb,Section U2,,,,
Kuala Lumpur,node,207139837,101.4803759,3.1019373,suburb,Bukit Bandaraya,,,,
Kuala Lumpur,node,215690552,101.5093889,3.0848944,suburb,Seksyen 6,Section 6,,,
Kuala Lumpur,node,248777806,101.5074293,3.0753969,suburb,Seksyen 3,Section 3,,,
Kuala Lumpur,node,248778047,101.5271152,3.0768324,suburb,Seksyen 11,Sectioni 11,,,
Kuala Lumpur,node,248778087,101.525261,3.0858922,suburb,Seksyen 9,Section 9,,,
Kuala Lumpur,node,248778557,101.520502,3.0704724,suburb,Seksyen 14,Section 14,,,
Kuala Lumpur,node,248778961,101.533295,3.0327541,suburb,Seksyen 25,Section 25,,,
Kuala Lumpur,node,251385321,101.7068369,3.0760547,neighbourhood,Kampung Malaysia Raya,,,,Q6359466
Kuala Lumpur,node,254072835,101.531154,3.150486,suburb,Subang,,梳邦,"en:Subang,  Selangor",Q7630745
Kuala Lumpur,node,254072974,101.5574374,3.0694761,suburb,Batu Tiga,,巴都知甲,en:Batu Tiga,Q4873328
Kuala Lumpur,node,254073104,101.823275,3.120444,suburb,Hulu Langat,,乌鲁冷岳,en:Hulu Langat (federal constituency),Q25240917
Kuala Lumpur,node,254073424,101.657635,3.151148,suburb,Bukit Damansara,,,,Q4986889
Kuala Lumpur,node,254073701,101.710813,3.188615,suburb,Setapak,,文良港,en:Setapak,Q7456354
Kuala Lumpur,node,254074177,101.6710223,3.2018234,suburb,Batu,,峇都,,
Kuala Lumpur,node,254238877,101.750063,3.1311758,suburb,Pandan Indah,,,,
Kuala Lumpur,node,255033256,101.707614,3.0999675,suburb,Salak Selatan,Salak South,沙叻秀,en:Salak South,Q7403491
Kuala Lumpur,node,258867594,101.6724644,2.9628939,suburb,Presinct 11,,,,
Kuala Lumpur,node,264908203,101.7068594,3.1649491,suburb,Kampung Baru,,甘榜峇鲁,en:Kampung Baru, Kuala Lumpur
Kuala Lumpur,node,271574427,101.7789426,2.969281,suburb,Seksyen 7,,,,
Kuala Lumpur,node,271574441,101.7801605,2.9581105,neighbourhood,Seksyen 4,,,,
Kuala Lumpur,node,271574451,101.7880989,2.9625424,neighbourhood,Seksyen 5,,,,
Kuala Lumpur,node,271574460,101.7796721,2.9387397,neighbourhood,Seksyen 3,,,,
Kuala Lumpur,node,271574467,101.7663087,2.9305223,suburb,Seksyen 15,,,,
Kuala Lumpur,node,271574475,101.7650126,2.9391879,suburb,Seksyen 16,,,,
Kuala Lumpur,node,271574522,101.7472616,2.9507905,suburb,Seksyen 12,,,,
Kuala Lumpur,node,271574599,101.7388847,2.9703603,neighbourhood,Seksyen 11,,,,
Kuala Lumpur,node,271724991,101.5278388,3.0083283,suburb,Kemuning Utama II,,,,
Kuala Lumpur,node,271726173,101.5546413,3.017484,neighbourhood,Taman Alam Indah,,,,
Kuala Lumpur,node,275075267,101.693314,3.2553978,suburb,Pinggiran Batu Caves,,,,
Kuala Lumpur,node,279589119,101.6706501,2.9951878,suburb,Putra Permai,,,,
Kuala Lumpur,node,279672990,101.4745607,3.1075749,suburb,Setia Eco Park,,,,
Kuala Lumpur,node,280434434,101.583764,3.0772698,suburb,SS17,,,,
Kuala Lumpur,node,289957346,101.736612,3.079247,neighbourhood,Taman Connought,,,,Q4251714
Kuala Lumpur,node,299181872,101.5671402,3.0674158,suburb,Subang Hi-Tech,,,,
Kuala Lumpur,node,305806887,101.6422479,3.0738665,suburb,Taman Sri Manja,,,,
Kuala Lumpur,node,305807453,101.8559216,2.912515,neighbourhood,Fasa 7,,,,
Kuala Lumpur,node,308273064,101.4931612,3.0500461,suburb,Kampung Padang Jawa,,,,
Kuala Lumpur,node,322622997,101.5393788,3.0045413,suburb,Kota Kemuning,,,,
Kuala Lumpur,node,342827746,101.5591407,3.0052862,suburb,Seksyen 28,,,,
Kuala Lumpur,node,364775172,101.5948129,3.0774717,suburb,SS12,,,,
Kuala Lumpur,node,364775186,101.5828809,3.0688154,suburb,SS18,,,,
Kuala Lumpur,node,364775209,101.5964245,3.0685837,suburb,SS13,,,,
Kuala Lumpur,node,364775235,101.5858112,3.0426551,suburb,USJ9,,,,
Kuala Lumpur,node,364775249,101.5844731,3.037966,neighbourhood,USJ13,,,,
Kuala Lumpur,node,364775250,101.5799974,3.0332657,neighbourhood,USJ17,,,,
Kuala Lumpur,node,364775268,101.5878429,3.0542564,neighbourhood,USJ6,,,,
Kuala Lumpur,node,364775270,101.6496903,3.1631076,suburb,Desa Seri Hartamas,,,,Q7585835
Kuala Lumpur,node,488757831,101.6113803,3.1432113,neighbourhood,Bandar Utama,,万达镇,en:Bandar Utama,Q4854438
Kuala Lumpur,node,541234469,101.6888726,3.0476251,neighbourhood,Taman Teknologi Malaysia,Technology Park Malaysia,马来西亚科技园,,
Kuala Lumpur,node,848364544,101.488861,3.2316482,neighbourhood,desa coalfields,,,,
Kuala Lumpur,node,1118372134,101.5627563,3.2479305,neighbourhood,Saujana Akasia Sungai Buloh,,,,
Kuala Lumpur,node,1244659354,101.6133192,3.194079,neighbourhood,Bandar Sri Damansara,,甲洞白沙罗,en:Bandar Sri Damansara,Q4854422
Kuala Lumpur,node,1253986048,101.5908904,3.2048707,neighbourhood,Sierra Mas,,,,
Kuala Lumpur,node,1264589104,101.5947245,3.212979,suburb,Sri Aman Heights,,,,
Kuala Lumpur,node,1264589182,101.597201,3.2110142,neighbourhood,Taman Suria,,,,
Kuala Lumpur,node,1352125909,101.7389742,3.0635703,suburb,Alam Damai,,,,Q16250495
Kuala Lumpur,node,1390609080,101.4568678,3.2499268,suburb,Alam Perdana,,,,
Kuala Lumpur,node,1475172897,101.6493562,3.0547758,suburb,Bandar Kinrara 1,,,,
Kuala Lumpur,node,1475172920,101.6713399,2.9901497,suburb,Equine Park,,,,
Kuala Lumpur,node,1529342336,101.6869382,3.0571745,neighbourhood,Bukit Jalil,,,,Q3436169
Kuala Lumpur,node,1627864716,101.798713,3.0427682,suburb,Bandar Sungai Long,,,,
Kuala Lumpur,node,1707863135,101.7469821,3.0818259,suburb,Taman Cheras Hartamas,,,,
Kuala Lumpur,node,1836390992,101.7307911,3.1429746,suburb,Taman Maluri,,,,Q6744974
Kuala Lumpur,node,1838569337,101.656237,3.0596215,neighbourhood,Mutiara Bukit Jalil,,,,Q3436169
Kuala Lumpur,node,1980625265,101.7127719,3.1003184,suburb,Bandar Sri Permaisuri,,,en:Bandar Sri Permaisuri,Q4209739
Kuala Lumpur,node,1996592457,101.7516215,3.057018,suburb,Taman Minang,,,,
Kuala Lumpur,node,1996594851,101.7536362,3.0597101,suburb,Taman Bahagia,,,,
Kuala Lumpur,node,1996595441,101.7519083,3.062672,suburb,Taman Bukit Angsana,,,,
Kuala Lumpur,node,1996604735,101.7489144,3.0562386,suburb,Taman Dahlia,,,,
Kuala Lumpur,node,1996604762,101.7470476,3.05656,suburb,Taman Delima,,,,
Kuala Lumpur,node,1998407344,101.7480605,3.0601812,suburb,Taman Bukit Anggerik,,,,
Kuala Lumpur,node,1998842576,101.753333,3.0654065,suburb,Taman Suria Jaya,,,,
Kuala Lumpur,node,1999655511,101.7521402,3.0679362,suburb,The Peak,,,,
Kuala Lumpur,node,1999669683,101.7582787,3.0617106,suburb,Taman Tun Perak,,,,
Kuala Lumpur,node,2043545606,101.562447,3.0164031,suburb,Sekysen 27,,,,
Kuala Lumpur,node,2043551089,101.5671247,2.9957464,suburb,Putra Heights,,布特拉高原,en:Putra Heights,
Kuala Lumpur,node,2102338542,101.5549651,3.0988996,suburb,TTDI Jaya,,敦依斯迈医生园再也,en:TTDI Jaya,Q7671940
Kuala Lumpur,node,2137455078,101.7998148,3.0019273,neighbourhood,Taman Angkasa Indah,,,,
Kuala Lumpur,node,2194048438,101.6618456,3.0580038,neighbourhood,Ladang Bukit Jalil Village,,,,
Kuala Lumpur,node,2302193520,101.7435462,3.1506692,suburb,Kg Perwira Jaya,,,,
Kuala Lumpur,node,2373377441,101.6608685,3.21749,neighbourhood,Jinjang Utara,,增江北区,,Q6202528
Kuala Lumpur,node,2373386409,101.642629,3.2076445,neighbourhood,Kepong Bahru,,甲洞卫星市,,Q6393223
Kuala Lumpur,node,2373447549,101.6390456,3.2032526,neighbourhood,Taman Kepong,,甲洞花园,,Q6393223
Kuala Lumpur,node,2373447566,101.6408051,3.2171782,suburb,Taman Usahawan,,,,
Kuala Lumpur,node,2373513811,101.6711677,3.2254692,suburb,Sri Utara Business Park,,,,
Kuala Lumpur,node,2373513815,101.6329945,3.2020528,neighbourhood,Taman Bukit Maluri,,马鲁里花园,,Q7680616
Kuala Lumpur,node,2373513824,101.6545595,3.2217628,suburb,Jinjang Utara Tambahan,,,,Q6202528
Kuala Lumpur,node,2373513828,101.6686786,3.2258762,suburb,Sri Utara KiPark,,,,
Kuala Lumpur,node,2373513832,101.6633571,3.2255548,suburb,Taman Nanyang,,,,
Kuala Lumpur,node,2373513836,101.6572202,3.2264761,suburb,Taman Aman Putra,,,,
Kuala Lumpur,node,2373513839,101.67076,3.2124435,neighbourhood,Taman Wahyu,,华友花园,,
Kuala Lumpur,node,2373513841,101.6567323,3.1978476,suburb,Taman Sri Segambut,,,,Q7446206
Kuala Lumpur,node,2373513845,101.674322,3.2180137,suburb,Taman Tasik Indah,,,,
Kuala Lumpur,node,2373513849,101.6388739,3.197061,suburb,Kawasan Perusahaan Taman Bukit Maluri,,,,
Kuala Lumpur,node,2373513853,101.6498817,3.2083943,suburb,MWE Kepong Commercial Park,,,,
Kuala Lumpur,node,2373513857,101.6524566,3.2058877,suburb,Kawasan Perusahaan Kepong,,,,
Kuala Lumpur,node,2373523992,101.6637433,3.2354097,suburb,Taman Seri Murni,,,,
Kuala Lumpur,node,2373524000,101.6676272,3.2305251,suburb,Taman Batu View,,,,
Kuala Lumpur,node,2375047514,101.6534512,3.2426619,suburb,Taman Seri Melati,,,,
Kuala Lumpur,node,2375057743,101.6502755,3.2322072,suburb,Taman Intan Baiduri,,,,
Kuala Lumpur,node,2375057746,101.6433876,3.2362563,suburb,Taman Selayang Utama,,,,
Kuala Lumpur,node,2375057751,101.6506188,3.234221,suburb,Taman Selayang Bahagia,,,,
Kuala Lumpur,node,2375057755,101.6488378,3.2372846,suburb,Taman Selayang Jaya,,,,
Kuala Lumpur,node,2375704528,101.6398894,3.2280507,neighbourhood,Taman Kepong Indah,,甲洞英达花园,,Q6393223
Kuala Lumpur,node,2375704551,101.6361129,3.2230643,neighbourhood,Taman Daya,,达雅花园,,
Kuala Lumpur,node,2375733453,101.6343319,3.228222,suburb,Taman FRIM Kepong,,,,
Kuala Lumpur,node,2375744881,101.6253197,3.2164068,neighbourhood,Taman Desa Jaya,,帝沙再也花园,,
Kuala Lumpur,node,2376691077,101.66147,3.2415454,suburb,Taman Desa Bakti,,,,
Kuala Lumpur,node,2376691365,101.6597797,3.2397838,suburb,Taman Wilayah Selayang,,,,Q7447519
Kuala Lumpur,node,2387242353,101.7504944,3.1520482,suburb,Taman Putra Sulaiman,,,,
Kuala Lumpur,node,2389080388,101.8051132,3.0465478,neighbourhood,Green Acre Park Condominium,,,,
Kuala Lumpur,node,2389080389,101.8059347,3.0496726,neighbourhood,SL 6,,,,
Kuala Lumpur,node,2389080390,101.8021263,3.0403264,neighbourhood,SL 4,,,,
Kuala Lumpur,node,2389080391,101.7971569,3.0489785,neighbourhood,SL 7,,,,
Kuala Lumpur,node,2419503871,101.7921968,3.0447559,neighbourhood,Forrest Green Condominium,,,,
Kuala Lumpur,node,2419516665,101.808623,3.0510804,neighbourhood,SL 9,,,,
Kuala Lumpur,node,2456845100,101.7054315,3.2360796,suburb,Desa Minang,,,,
Kuala Lumpur,node,2554397590,101.4802165,3.1449052,neighbourhood,Taman Alam Budiman,,,en:Alam_Budiman,
Kuala Lumpur,node,2571629287,101.4765838,3.2478532,neighbourhood,Bandar Seri Coalfield,,,,
Kuala Lumpur,node,2604333510,101.4781383,3.1510643,suburb,Taman Greenhill,,,,
Kuala Lumpur,node,2632116756,101.7410843,3.1138358,suburb,Pandan Perdana,,,,
Kuala Lumpur,node,2642157116,101.7483673,2.994976,suburb,Bandar Puncak Utama,,,,
Kuala Lumpur,node,2701422940,101.5187101,3.1290169,suburb,Sunway Kayangan,,,,
Kuala Lumpur,node,2701422941,101.5043848,3.1296101,suburb,Subang Impian,,,,
Kuala Lumpur,node,2706428245,101.5020556,3.1358915,suburb,Cahaya SPK,,,,
Kuala Lumpur,node,2723654005,101.4550169,3.2351859,suburb,Taman Alam Sutera,,,,
Kuala Lumpur,node,2807836080,101.4464481,3.0142463,neighbourhood,Taman Sri Andalas,,,,
Kuala Lumpur,node,2873958119,101.6249189,3.1508079,suburb,Taman Tun Dr Ismail,,敦依斯迈医生园,en:TTDI,
Kuala Lumpur,node,2941380437,101.7700133,3.0678478,suburb,Kampung Sungai Raya,,,,
Kuala Lumpur,node,2941380447,101.7546299,3.0176468,suburb,Taman Impian Ihsan,,,,
Kuala Lumpur,node,2941380448,101.7405096,3.0236096,suburb,Taman Taming Jaya,,,,
Kuala Lumpur,node,2951030267,101.6678424,3.1973348,suburb,Taman City,,,,
Kuala Lumpur,node,3069903782,101.7359825,3.0529091,suburb,Bandar Damai Perdana,,,,
Kuala Lumpur,node,3074518952,101.6224252,3.1361203,suburb,Damansara Utama,,,,
Kuala Lumpur,node,3074518953,101.6175141,3.1261992,neighbourhood,Damansara Jaya,,,,
Kuala Lumpur,node,3078117607,101.4326677,3.0062877,neighbourhood,Bandar Bukit Tinggi,,,,
Kuala Lumpur,node,3078117608,101.4371127,2.9980105,neighbourhood,Bandar Bukit Tinggi 2,,,,
Kuala Lumpur,node,3078117609,101.4399293,2.9881477,neighbourhood,Bandar Botanik,,,,
Kuala Lumpur,node,3114779711,101.7380746,3.1482687,suburb,Desa Pandan,,,,Q6359484
Kuala Lumpur,node,3134523606,101.5377896,2.9860816,suburb,Kota Raja,,哥打拉惹,en:Kota Raja,Q19727974
Kuala Lumpur,node,3203232461,101.5996223,3.1312352,neighbourhood,PJU3,,,,
Kuala Lumpur,node,3234269698,101.729385,3.2227378,suburb,Desa Melawati,,,,
Kuala Lumpur,node,3303173403,101.6815526,3.1646734,suburb,Bukit Tunku,Kenny Hills,,,Q4986977
Kuala Lumpur,node,3417217119,101.6037424,3.1585644,suburb,Mutiara Damansara,,珍珠白沙罗,en:Mutiara Damansara,Q6943920
Kuala Lumpur,node,3494561499,101.8618472,2.9295865,neighbourhood,Bandar Rinching Seksyen 5,,,,
Kuala Lumpur,node,3651913487,101.7545903,3.1406178,suburb,Taman Cahaya,,,,
Kuala Lumpur,node,3651913489,101.7532946,3.143725,suburb,Taman Nirwana,,,,
Kuala Lumpur,node,3651913492,101.7491587,3.1404574,suburb,Taman Cempaka,,,,
Kuala Lumpur,node,3651913506,101.7569347,3.1453636,suburb,Taman Dagang,,,,
Kuala Lumpur,node,3651920754,101.7472175,3.144432,suburb,Kampung Pandan,,,,
Kuala Lumpur,node,3664989877,101.6817327,3.1948768,neighbourhood,Taman Rainbow,,,,
Kuala Lumpur,node,3665259267,101.7280234,3.0993212,neighbourhood,Taman Midah,,,,
Kuala Lumpur,node,3665259268,101.7364134,3.0953145,neighbourhood,Taman Billion,,,,
Kuala Lumpur,node,3961824972,101.5048952,3.0352025,suburb,TTDI Alam Impian,,,,
Kuala Lumpur,node,4074544531,101.6546325,3.0758078,neighbourhood,Taman Sri Sentosa,,,,
Kuala Lumpur,node,4076088831,101.6666198,3.0731178,neighbourhood,Taman Yarl,,,,
Kuala Lumpur,node,4076088832,101.6709972,3.0743498,neighbourhood,Taman OUG,,,,Q7680642
Kuala Lumpur,node,4076088833,101.6626072,3.074007,neighbourhood,Taman Tan Yew Lai,,,,
Kuala Lumpur,node,4076094261,101.6929913,3.0679539,neighbourhood,Taman Sri Petaling,,,,Q7586182
Kuala Lumpur,node,4076096800,101.6893006,3.0900234,neighbourhood,Kuchai Entrepreneur Park,,,,
Kuala Lumpur,node,4076096801,101.67619,3.084099,neighbourhood,Taman United,,,,
Kuala Lumpur,node,4076096802,101.6758252,3.0900502,neighbourhood,Taman Goodwood,,,,
Kuala Lumpur,node,4076096803,101.6787649,3.0911697,neighbourhood,Taman Lian Hoe,,,,
Kuala Lumpur,node,4076096804,101.6823698,3.0831884,neighbourhood,Taman Gembira,,,,
Kuala Lumpur,node,4076096805,101.6824019,3.0905591,neighbourhood,Taman Pagar Ruyong,,,,
Kuala Lumpur,node,4076096806,101.6806102,3.0894128,neighbourhood,Taman Continental,,,,
Kuala Lumpur,node,4076139949,101.6757045,3.087771,neighbourhood,Taman Skyline,,,,
Kuala Lumpur,node,4079497801,101.6887484,3.1321291,suburb,Brickfields,,十五碑,,
Kuala Lumpur,node,4264465009,101.7035521,3.0841851,suburb,Desa Petaling,,,,
Kuala Lumpur,node,4269461150,101.8043134,3.0417043,neighbourhood,Taman Taming Indah 2,,,,
Kuala Lumpur,node,4294584794,101.6980019,3.143446,suburb,Chinatown,,茨厂街（唐人街）,,Q202509
Kuala Lumpur,node,4417670148,101.71119,3.14668,suburb,Bukit Bintang,Starhill,武吉免登,en:Bukit Bintang,
Kuala Lumpur,node,4420035491,101.71649,3.107178,suburb,Cheras,,蕉赖,en:Cheras,Q1087831
Kuala Lumpur,node,4420349189,101.66944,3.13083,suburb,Bangsar,,孟沙,en:Bangsar,Q3268547
Kuala Lumpur,node,4442083591,101.60457,3.1129025,suburb,Kelana Jaya,,格兰那再也,en:Kelana Jaya,Q6385461
Kuala Lumpur,node,4444001860,101.6339615,3.1849396,neighbourhood,Desa Parkcity,,,,
Kuala Lumpur,node,4444001864,101.5810075,3.1846535,suburb,PJU 5,,,,
Kuala Lumpur,node,4444001868,101.5754958,3.1714672,suburb,Seksyen 7 Kota Damansara,,,,
Kuala Lumpur,node,4524539690,101.664489,3.1871476,suburb,Segambut,,泗岩末,en:Segambut,Q7446206
